,area,perim,eccentr,orient,ext,disp,elong,ens_location,sample_id
217,115180.752,1234.917,1.22E+13,-0.647,5.674,5.44,0.234,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
218,15673.968,381.976,2.13406E+11,-34.237,5.07,4.541,0.529,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
219,22172.707,474.334,5.85719E+11,-8.743,5.243,4.746,0.497,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
220,68635.482,905.842,2.01E+12,-42.034,5.962,5.71,0.252,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
221,25848.299,494.488,1.20E+12,19.831,5.526,4.941,0.585,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
222,63328.331,824.161,1.41E+13,-20.767,5.894,5.231,0.663,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
223,36517.596,679.447,4.72E+12,0.796,5.586,4.955,0.631,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
224,47480.208,705.504,5.35E+12,-42.513,5.551,5.031,0.52,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
225,22686.007,483.354,6.05328E+11,-23.183,5.337,4.864,0.472,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
226,53988.113,712.052,97748213353,-21.409,5.262,5.2,0.063,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
227,17197.826,435.826,2.07663E+11,-61.207,5.192,4.828,0.364,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
228,18932.504,463.809,1.7375E+11,-88.078,4.989,4.692,0.297,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
229,20481.568,463.872,4.20109E+11,78.896,5.209,4.753,0.456,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
230,10540.973,357.933,1.96599E+11,-7.18,5.462,4.589,0.873,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
231,8771.923,276.1,8747647229,78.198,4.35,4.13,0.22,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
232,47168.562,695.902,2.25E+12,-85.577,5.645,5.243,0.402,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
233,68974.626,879.176,2.03164E+11,-84.704,5.473,5.416,0.057,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
234,30041.773,518.62,1.57E+12,-43.274,5.418,4.715,0.704,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
235,70796.381,830.557,2.58E+12,-33.168,5.649,5.418,0.231,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
236,67606.591,815.204,1.61E+12,-26.549,5.81,5.618,0.193,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
237,32413.491,559.751,21435374545,26.716,5.054,4.995,0.059,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
238,16893.055,426.072,89220030375,-83.649,4.912,4.635,0.278,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
239,25160.844,545.552,7.26826E+11,-5.907,5.616,5.203,0.413,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
240,16622.656,400.66,1.44525E+11,-58.79,5.073,4.719,0.354,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
241,51087.054,769.172,1.93E+12,-25.016,5.591,5.33,0.261,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
242,12511.676,366.712,3.71823E+11,-79.486,5.482,4.808,0.674,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
243,46293.203,775.631,1.10E+13,-85.993,5.751,4.93,0.821,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
244,158967.036,1427.274,2.65E+13,6.319,5.615,5.342,0.273,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
245,32149.967,545.5,3.12E+12,-39.179,5.6,4.675,0.926,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
246,24764.412,524.207,2.82529E+11,-57.648,5.098,4.784,0.314,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
247,25985.789,491.461,4.8649E+11,-48.002,5.306,4.875,0.431,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
248,102176.399,1048.3,4.76E+13,-83.225,6.428,5.868,0.56,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
249,92073.106,992.208,6.62E+12,-9.065,6.303,6.059,0.245,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
250,16168.936,390.691,1.46936E+11,51.171,5.073,4.664,0.409,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
251,36655.087,647.881,4.26527E+11,-50.595,5.568,5.377,0.191,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
252,27223.208,576.043,2.40E+12,18.038,5.838,5.221,0.616,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
253,18790.43,424.209,4.10332E+11,-26.984,5.267,4.723,0.544,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
254,162473.055,1390.943,5.27E+13,81.528,5.917,5.604,0.313,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
255,58548.229,822.54,5.01E+12,5.599,5.734,5.374,0.36,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
256,47136.481,708.836,6.18E+12,-89.119,5.751,5.19,0.561,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
257,55156.786,764.344,3.52E+12,-79.432,5.785,5.43,0.355,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
258,78823.561,968.203,2.17E+13,-89.881,6.13,5.642,0.488,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
259,202185.025,1451.772,1.32E+14,-18.555,6.278,5.897,0.381,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
260,30296.131,528.741,1.00782E+11,53.489,5.265,5.114,0.152,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
261,9463.96,303.653,40173347705,26.168,4.647,4.27,0.377,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
262,48928.446,766.574,2.51E+12,-9.007,5.412,5.11,0.302,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
263,59753.567,830.52,8.05374E+11,-21.916,5.755,5.627,0.128,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
264,112962.564,1065.337,1.81E+13,-0.217,6.122,5.812,0.31,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
265,24500.887,501.734,2.26346E+11,33.857,5.201,4.933,0.268,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
266,81291.524,987.953,4.25E+13,84.398,6.416,5.645,0.771,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
267,41013.55,663.879,4.53E+12,-22.82,5.537,4.877,0.66,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
268,23510.952,483.936,1.17E+12,-47.105,5.295,4.503,0.792,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
269,14218.856,398.609,26993887872,-3.033,4.725,4.549,0.176,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
270,41996.611,652.414,2.08E+12,-24.023,5.651,5.234,0.417,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
271,100606.711,1133.869,7.13E+12,81.837,5.688,5.485,0.203,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
272,21783.149,497.264,1.5008E+11,-58.414,5.408,5.094,0.314,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
273,71894.018,879.15,4.30E+12,-5.655,5.624,5.391,0.234,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
274,29354.318,540.054,3.91086E+11,68.246,5.093,4.855,0.238,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
275,29856.16,566.871,9.12907E+11,-68.038,5.671,5.284,0.388,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
276,45876.147,718.286,1.84E+12,69.022,5.684,5.382,0.303,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
277,23325.34,497.757,4.0192E+11,-73.021,5.398,5.025,0.373,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
278,92022.693,952.672,1.04E+12,-80.886,5.898,5.788,0.11,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
279,14803.192,390.261,13368554303,-7.447,4.77,4.643,0.127,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
280,89327.87,1022.217,1.02E+13,64.828,5.886,5.612,0.274,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
281,53829.998,810.366,3.97E+12,-81.331,5.723,5.366,0.356,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
282,10004.758,331.724,72681224750,68.644,5.077,4.663,0.414,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
283,39095.552,593.7,1.80E+12,-30.61,5.551,5.06,0.491,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
284,43969.606,721.618,4.32E+12,-10.136,5.661,5.175,0.486,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
285,14959.015,378.581,1.77848E+11,0.267,5.01,4.568,0.443,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
286,35474.957,601.707,5.47956E+11,-68.852,5.532,5.291,0.24,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
287,34079.423,620.176,4.87E+12,-25.245,5.685,4.816,0.869,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
288,20575.521,480.783,1.30E+12,-83.272,5.968,5.215,0.753,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
289,35802.643,586.632,21012465360,34.441,5.147,5.098,0.048,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
290,8341.118,301.601,36871468888,-41.228,4.923,4.383,0.54,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
291,47021.905,751.956,9.55E+12,-73.382,5.962,5.281,0.681,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
292,61644.067,824.832,4.67E+12,-10.728,5.728,5.391,0.337,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
293,70979.703,899.393,4.85E+12,49.787,5.683,5.426,0.257,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
294,42106.603,625.749,7.83E+12,-37.668,5.881,4.933,0.948,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
295,9383.757,298.852,6566312378,39.727,4.401,4.224,0.177,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
296,44611.23,714.245,3.25E+12,5.901,5.615,5.252,0.364,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
297,10827.412,327.354,42302192366,-2.657,4.964,4.617,0.347,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
298,13492.445,403.131,1.60086E+11,89.885,5.078,4.664,0.414,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
299,70564.938,903.764,2.23E+12,-34.918,5.479,5.267,0.213,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
300,9958.928,348.42,1.29166E+11,81.845,5.459,4.411,1.048,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
301,98186.87,984.999,2.74E+12,-37.629,5.862,5.679,0.183,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
302,7708.659,277.596,7103912437,-56.787,4.492,4.291,0.201,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
303,86057.877,1065.3,7.98E+12,18.593,5.492,5.195,0.297,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
304,99415.123,1055.609,6.74E+13,-27.222,6.263,5.472,0.792,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
305,28483.542,512.869,2.58624E+11,-50.402,5.143,4.907,0.236,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
306,12021.292,353.715,2.1597E+11,-69.565,5.296,4.723,0.573,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
307,59886.475,897.924,6.04E+12,-20.1,5.555,5.173,0.382,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
308,76142.488,943.526,1.60E+13,14.686,5.999,5.525,0.474,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
309,44340.831,669.478,5.79E+12,-53.971,5.635,4.949,0.686,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
310,8228.833,309.062,17967165028,-11.067,4.809,4.498,0.311,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
311,74643.837,868.966,8.14141E+11,-78.227,5.607,5.496,0.111,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
312,91475.02,1015.972,3.69E+12,69.227,5.903,5.727,0.176,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
313,63511.653,807.465,8.08E+12,44.958,5.837,5.28,0.557,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
314,9234.809,315.333,41541010933,33.328,4.513,4.118,0.394,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
315,16086.441,390.691,5.42406E+11,-50.633,5.119,4.311,0.808,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
316,223775.687,1662.179,1.41E+13,38.486,6.149,6.057,0.091,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
317,51650.767,711.622,1.20E+13,-52.822,6.082,5.095,0.987,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
318,34049.634,628.524,4.56027E+11,29.413,5.378,5.144,0.234,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
319,11063.438,342.643,403729714.8,73.033,4.374,4.343,0.031,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
320,22686.007,456.169,16366670389,-38.669,5.042,4.962,0.08,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
321,76291.436,844.719,1.86E+13,-65.789,5.811,5.198,0.613,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
322,46093.841,705.074,8.43325E+11,-4.998,5.261,5.059,0.202,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
323,7362.64,264.447,20346922051,74.183,4.852,4.473,0.379,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
324,38921.396,803.692,3.75E+13,88.231,7.058,5.25,1.809,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
325,12209.196,372.856,21450757593,-77.202,4.733,4.458,0.275,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
326,70652.016,880.582,1.65E+13,33.688,6.185,5.57,0.615,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
327,27310.286,538.889,3.62652E+11,-15.534,5.49,5.185,0.306,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
328,97893.556,1133.68,1.50E+13,-1.899,5.751,5.399,0.352,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
329,78837.311,863.404,7.45234E+11,-37.892,5.457,5.344,0.113,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
330,74561.342,869.852,1.30908E+11,-13.581,5.597,5.55,0.046,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
331,52063.24,760.026,4.31E+12,-60.645,5.904,5.51,0.394,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
332,14354.055,382.951,2.71014E+11,-34.265,5.276,4.585,0.691,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
333,141489.645,1513.577,2.39E+13,-26.438,5.508,5.265,0.243,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
334,40525.457,620.885,1.64E+12,55.244,5.488,5.077,0.411,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
335,12887.485,369.005,1.06467E+11,-39.347,5.062,4.675,0.388,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
336,51586.604,733.119,3.83E+12,-72.478,5.853,5.452,0.401,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
337,71781.733,889.728,1.04621E+11,35.026,5.299,5.261,0.038,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
338,9704.57,318.056,89384845728,-15.335,4.712,4.16,0.553,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
339,38740.367,653.175,4.51E+12,78.691,5.572,4.969,0.603,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
340,84770.045,936.065,9.56E+12,-24.506,5.894,5.517,0.377,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
341,33204.064,608.066,1.50E+12,24.748,5.604,5.171,0.432,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
342,44877.046,684.552,4.39656E+11,-18.787,5.626,5.468,0.158,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
343,22005.426,506.866,3.16444E+11,-46.954,5.483,5.095,0.387,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
344,22129.168,502.495,1.69725E+11,89.855,5.455,5.183,0.273,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
345,64341.181,807.528,1.55E+13,-73.561,6.041,5.382,0.658,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
346,78069.653,951.418,1.32E+13,78.476,6.214,5.763,0.451,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
347,62629.419,807.25,1.52E+12,-14.721,5.514,5.308,0.206,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
348,88420.43,968.57,1.18E+13,-65.508,5.834,5.507,0.327,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
349,76293.728,861.2,7.61587E+11,41.789,5.502,5.394,0.109,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
350,19237.275,461.363,1.24E+12,-69.057,5.619,4.781,0.837,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
351,50081.078,728.318,9.69366E+11,-2.335,5.5,5.302,0.198,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
352,104199.808,1060.473,6.34E+12,-54.679,5.586,5.381,0.205,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
353,20463.236,511.21,542811075,-31.907,4.867,4.854,0.013,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
354,66618.948,835.815,2.03E+12,-89.399,5.596,5.367,0.229,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
355,103668.176,1096.488,2.39535E+11,-4.719,5.884,5.838,0.045,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
356,55709.041,822.996,5.22E+12,-52.839,5.743,5.293,0.451,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
357,46169.461,683.361,4.78E+12,-36.395,5.444,4.844,0.601,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
358,85588.116,1057.66,5.71E+13,-87.684,6.192,5.44,0.753,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
359,125652.979,1218.918,3.04E+13,-33.007,5.577,5.223,0.354,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
360,36091.374,584.339,3.90098E+11,33.297,5.107,4.861,0.246,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
361,112852.571,1119.707,4.32E+12,10.988,5.986,5.833,0.153,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
362,15130.879,380.721,2.66138E+11,-62.827,5.128,4.545,0.583,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
363,51918.874,719.083,2.70E+12,-58.163,5.637,5.221,0.415,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
364,26996.348,522.56,3.95816E+11,88.118,5.299,5.002,0.296,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
365,13565.774,369.587,14204430331,78.82,4.587,4.427,0.16,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
366,62228.404,806.515,7.75E+12,71.342,5.912,5.459,0.453,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
367,17335.317,385.801,50333213029,-54.118,4.848,4.622,0.226,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
368,28517.914,529.045,1.19E+12,-71.94,5.621,5.083,0.538,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
369,31897.9,576.232,2.55E+12,-75.89,5.525,4.906,0.619,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
370,61252.218,871.043,1.55E+13,88.495,5.773,5.197,0.576,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
371,31677.915,585.619,2.59E+12,-83.539,5.856,5.301,0.555,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
372,99199.72,1015.642,1.17E+13,-14.936,5.875,5.602,0.274,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
373,32321.831,611.613,4.14E+12,-79.159,5.999,5.286,0.713,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
374,215718.717,1585.871,4.33E+14,87.35,6.626,5.953,0.674,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
375,10057.463,328.912,80463269144,74.99,4.956,4.495,0.46,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
376,39024.515,615.501,1.98785E+11,41.712,5.166,5.003,0.163,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
377,77499.065,885.268,1.09E+13,-59.334,5.615,5.154,0.46,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
378,87920.879,924.905,2.05E+13,-68.541,5.949,5.48,0.468,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
379,39748.634,607.216,2.10E+12,60.021,5.472,4.93,0.542,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
380,32709.097,594.487,6.31708E+11,-37.265,5.549,5.251,0.298,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
381,121267.018,1264.914,1.07E+14,69.75,6.284,5.544,0.74,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
382,50358.352,756.516,4.08E+12,78.199,5.581,5.151,0.43,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
383,15838.957,403.992,3.32063E+11,75.592,5.239,4.658,0.581,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
384,21654.825,461.794,45960252145,-83.8,5.088,4.946,0.142,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
385,117334.776,1128.003,5.71E+13,-61.55,6.086,5.45,0.636,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
386,52466.546,696.547,1.46E+12,-73.632,5.257,5.02,0.237,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
387,29473.477,514.705,96818349559,-72.706,5.093,4.933,0.161,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
388,48600.759,802.538,2.31E+12,-10.485,5.669,5.352,0.316,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
389,64776.569,823.274,6.07E+12,-84.018,5.811,5.47,0.341,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
390,69776.657,892.514,2.23391E+11,-55.325,5.384,5.316,0.068,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
391,17076.376,380.113,4.197E+11,-52.669,4.991,4.3,0.691,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
392,99777.182,1004.875,3.25E+13,-82.23,6.221,5.634,0.587,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
393,31636.668,577.056,6.28401E+11,53.115,5.422,5.074,0.348,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
394,6434.576,365.94,8.88268E+11,-87.999,7.718,4.971,2.747,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
395,54391.42,757.124,4.67E+12,78.854,5.768,5.371,0.397,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
396,11081.771,337.323,64004043487,68.767,4.799,4.352,0.447,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
397,65349.448,800.434,7.55E+12,-71.674,5.807,5.375,0.431,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
398,26975.724,507.118,5.02846E+11,40.403,5.222,4.845,0.376,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
399,24895.028,490.878,5.76432E+11,-30.868,5.437,5.005,0.432,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
400,39606.56,668.161,3.79E+12,-63.055,5.676,5.148,0.528,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
401,33364.47,562.411,1.77E+12,-62.884,5.453,4.915,0.538,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
402,47544.37,737.794,1.30E+12,-26.411,5.589,5.342,0.247,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
403,116970.425,1163.84,3.16E+13,21.891,6.068,5.691,0.376,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
404,11837.971,367.535,62056702274,-5.391,4.914,4.571,0.343,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
405,23098.48,476.779,6.03572E+11,61.244,5.339,4.85,0.489,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
406,61994.669,769.943,5.94368E+11,-75.585,5.542,5.409,0.132,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
407,35005.196,567.276,1.29E+12,-28.142,5.22,4.764,0.456,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
408,19115.825,476.895,1.52117E+11,-59.629,5.562,5.234,0.328,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
409,28749.358,525.131,2.75603E+11,72.93,5.255,4.994,0.262,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
410,85031.278,965.632,1.51E+13,3.278,6.107,5.743,0.364,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
411,266377.257,1892.893,1.56E+13,-26.249,5.604,5.515,0.089,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
412,30268.633,547.363,1.56872E+11,52.201,5.419,5.254,0.165,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
413,34372.737,595.804,62685299350,-48.438,5.307,5.222,0.086,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
414,15976.448,413.379,22730890611,30.075,4.947,4.802,0.145,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
415,98086.043,1056.648,6.57E+13,87.39,6.284,5.593,0.691,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
416,40713.362,728.281,6.96E+12,-84.554,5.813,5.129,0.684,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
417,37645.022,596.145,2.43E+12,-76.862,5.549,5.004,0.545,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
418,34134.42,592.535,3.50829E+11,85.445,5.213,4.969,0.244,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
419,17465.934,424.881,2.29644E+11,78.01,5.293,4.899,0.394,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
420,16595.158,404.055,2.9537E+11,81.822,5.122,4.598,0.524,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
421,97412.338,991.448,2.00E+12,7.593,5.67,5.549,0.121,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
422,53222.747,750.183,6.01642E+11,-44.679,5.531,5.4,0.131,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
423,24253.404,503.293,2.47166E+11,61.389,5.176,4.895,0.282,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
424,113842.506,1112.676,8.68E+12,-37.962,6.026,5.779,0.246,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
425,22346.862,480.998,8.25191E+11,-43.357,5.411,4.681,0.729,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
426,61980.92,761.962,3.32E+12,-55.718,5.779,5.457,0.321,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
427,31934.565,563.97,2.03E+12,-78.805,5.456,4.885,0.57,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
428,60056.047,770.615,3.07E+12,77.918,5.742,5.399,0.343,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
429,43252.361,692.963,5.81157E+11,66.169,5.509,5.312,0.197,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
430,15848.123,406.285,1.03241E+11,76.713,5.054,4.748,0.306,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
431,8421.321,323.098,1.49769E+11,-78.831,5.78,4.59,1.19,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
432,16728.066,426.591,5.32192E+11,-13.205,5.237,4.571,0.666,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
433,65262.371,829.481,1.84E+12,-89.657,5.792,5.59,0.202,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
434,68168.013,902.206,1.71E+13,-85.895,6.01,5.365,0.644,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
