 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
58,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,41611.570,1030.303,120.455,725.419,0.994,1.395,0.717,1.357,0,1,320535,1035.031,1412.197,3992.850,5400.602,231.662,-0.116,0.285,-1.677,-1.242,80.891,704033556576.004,0.029,2.138E-5,3.358E-7,5.041E-7,8.280E-14,2.040E-9,-1.902E-13,5.765,5.535,0.230,58.624
59,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,10982.553,348.485,163.636,353.821,1.000,1.769,0.565,1.627,0,1,169320,348.426,1385.900,618.815,1854.940,107.992,0.115,0.088,-1.487,-1.285,85.044,266620693852.630,0.015,5.492E-5,4.972E-8,4.532E-8,-1.296E-15,3.210E-10,-1.717E-15,5.141,4.334,0.807,60.871
60,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,18677.686,775.000,162.121,472.218,1.000,1.569,0.637,1.524,0,1,240720,779.783,1382.191,3026.443,1395.073,525.037,-0.012,0.100,-1.391,-1.499,16.384,906075916714.210,0.018,6.496E-5,2.554E-7,1.671E-8,-6.838E-16,8.867E-11,-8.510E-16,5.404,4.725,0.679,56.028
61,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,63154.270,221.212,99.242,904.486,0.970,1.603,0.624,1.434,0,1,399585,228.379,1423.448,12771.592,2786.719,120.241,-0.071,0.555,-1.592,-0.803,0.690,3.986E13,0.039,6.248E-4,8.205E-7,9.353E-7,7.242E-13,-2.272E-9,3.834E-13,6.679,5.580,1.099,59.991
62,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,23636.364,68.182,88.636,568.326,0.920,1.330,0.752,1.356,0,1,137445,80.841,1440.958,1121.345,2858.157,1625.802,-0.499,0.228,-0.406,-1.376,59.054,1.868E12,0.029,7.194E-4,2.509E-6,3.523E-7,9.539E-14,2.305E-9,-3.171E-13,6.482,4.127,2.354,55.647
63,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,26400.367,922.727,87.121,561.872,1.000,1.150,0.870,1.499,0,1,234855,917.959,1450.897,2435.121,2741.399,574.016,0.093,0.081,-1.442,-1.285,52.469,331564165455.443,0.022,2.560E-5,3.408E-7,1.206E-7,-1.568E-14,4.828E-10,-1.875E-14,5.440,5.103,0.337,60.533
64,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,60720.845,1375.758,87.121,1007.605,0.752,2.000,0.500,1.234,0,1,282030,1338.168,1446.981,11937.562,1506.231,499.682,0.296,0.208,-1.232,-0.081,2.736,3.097E13,0.048,0.001,2.850E-5,3.285E-6,2.420E-11,1.039E-7,-2.060E-11,7.086,5.580,1.506,68.847
65,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,48852.158,754.545,84.848,807.757,0.941,1.696,0.589,1.352,0,1,287640,760.534,1446.943,10145.921,2236.875,183.392,-0.257,0.392,-1.497,-1.018,1.328,1.803E13,0.043,7.577E-4,1.212E-5,6.569E-6,5.209E-11,4.859E-8,2.692E-11,6.821,5.729,1.092,59.358
66,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,21388.889,459.848,58.333,513.907,1.000,1.571,0.636,1.324,0,1,226950,453.577,1487.863,4252.161,1454.134,-224.926,0.152,-0.042,-1.586,-1.541,-4.567,1.823E12,0.025,1.559E-4,3.249E-7,1.403E-7,2.994E-14,1.441E-9,-1.173E-15,5.914,5.128,0.786,52.824
67,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,13574.380,575.000,55.303,409.863,1.000,1.110,0.901,1.466,0,1,154020,570.653,1481.625,1509.696,893.991,-122.501,0.301,0.368,-1.403,-1.196,-10.849,67633135355.925,0.016,1.851E-5,1.221E-6,2.319E-7,-1.230E-13,-9.903E-10,9.316E-15,4.995,4.587,0.408,33.092
68,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,7908.632,1155.303,40.152,323.849,0.948,1.226,0.815,1.326,0,1,104295,1149.068,1492.882,1188.803,286.320,-320.219,0.333,1.022,-1.471,0.406,-17.681,127723300585.112,0.014,1.126E-4,7.501E-7,1.059E-7,-1.308E-14,-4.580E-10,-2.683E-14,5.310,3.905,1.404,47.258
69,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,2045.455,406.818,20.455,160.517,0.998,1.222,0.818,1.299,0,1,35955,410.966,1526.773,306.926,131.260,-14.925,-0.683,0.151,-1.070,-1.150,-4.822,1141564983.717,0.012,2.456E-5,9.541E-7,5.243E-7,3.588E-13,1.685E-9,9.344E-14,4.780,4.157,0.623,45.650
